,STN-WBAN,DATE,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
993,,20030921,,,,,,,
994,,20030922,,,,,,,
995,,20030923,,,,,,,
996,,20030924,,,,,,,
997,,20030925,,,,,,,
998,,20030926,,,,,,,
999,,20030927,,,,,,,
1000,,20030928,,,,,,,
1001,,20030929,,,,,,,
1002,,20030930,,,,,,,
1003,,20031001,,,,,,,
1004,,20031002,,,,,,,
1005,,20031003,,,,,,,
1006,,20031004,,,,,,,
1007,,20031005,,,,,,,
1008,,20031006,,,,,,,
1009,,20031007,,,,,,,
1010,,20031008,,,,,,,
1011,,20031009,,,,,,,
1012,,20031010,,,,,,,
1013,,20031011,,,,,,,
1014,,20031012,,,,,,,
1015,,20031013,,,,,,,
1016,,20031014,,,,,,,
1017,,20031015,,,,,,,
1018,,20031016,,,,,,,
1019,,20031017,,,,,,,
1020,,20031018,,,,,,,
1021,,20031019,,,,,,,
1022,,20031020,,,,,,,
1023,,20031021,,,,,,,
1024,,20031022,,,,,,,
1025,,20031023,,,,,,,
1026,,20031024,,,,,,,
1027,,20031025,,,,,,,
1028,,20031026,,,,,,,
1029,,20031027,,,,,,,
1030,,20031028,,,,,,,
1031,,20031029,,,,,,,
1032,,20031030,,,,,,,
1033,,20031031,,,,,,,
1034,,20031101,,,,,,,
1035,,20031102,,,,,,,
1036,,20031103,,,,,,,
1037,,20031104,,,,,,,
1038,,20031105,,,,,,,
1039,,20031106,,,,,,,
1040,,20031107,,,,,,,
1041,,20031108,,,,,,,
1042,,20031109,,,,,,,
1043,,20031110,,,,,,,
1044,,20031111,,,,,,,
1045,,20031112,,,,,,,
1046,,20031113,,,,,,,
1047,,20031114,,,,,,,
1048,,20031115,,,,,,,
1049,,20031116,,,,,,,
1050,,20031117,,,,,,,
1051,,20031118,,,,,,,
1052,,20031119,,,,,,,
1053,,20031120,,,,,,,
1054,,20031121,,,,,,,
1055,,20031122,,,,,,,
1056,,20031123,,,,,,,
1057,,20031124,,,,,,,
1058,,20031125,,,,,,,
1059,,20031126,,,,,,,
1060,,20031127,,,,,,,
1061,,20031128,,,,,,,
1062,,20031129,,,,,,,
1063,,20031130,,,,,,,
1064,,20031201,,,,,,,
1065,,20031202,,,,,,,
1066,,20031203,,,,,,,
1067,,20031204,,,,,,,
1068,,20031205,,,,,,,
1069,,20031206,,,,,,,
1070,,20031207,,,,,,,
1071,,20031208,,,,,,,
1072,,20031209,,,,,,,
1073,,20031210,,,,,,,
1074,,20031211,,,,,,,
1075,,20031212,,,,,,,
1076,,20031213,,,,,,,
1077,,20031214,,,,,,,
1078,,20031215,,,,,,,
1079,,20031216,,,,,,,
1080,,20031217,,,,,,,
1081,,20031218,,,,,,,
1082,,20031219,,,,,,,
1083,,20031220,,,,,,,
1084,,20031221,,,,,,,
1085,,20031222,,,,,,,
1086,,20031223,,,,,,,
1087,,20031224,,,,,,,
1088,,20031225,,,,,,,
1089,,20031226,,,,,,,
1090,,20031227,,,,,,,
1091,,20031228,,,,,,,
1092,,20031229,,,,,,,
1093,,20031230,,,,,,,
1094,,20031231,,,,,,,
1095,,20040101,,,,,,,
1096,,20040102,,,,,,,
1097,,20040103,,,,,,,
1098,,20040104,,,,,,,
1099,,20040105,,,,,,,
1100,,20040106,,,,,,,
1101,,20040107,,,,,,,
1102,,20040108,,,,,,,
1103,,20040109,,,,,,,
1104,,20040110,,,,,,,
1105,,20040111,,,,,,,
1106,,20040112,,,,,,,
1107,,20040113,,,,,,,
1108,,20040114,,,,,,,
1109,,20040115,,,,,,,
1110,,20040116,,,,,,,
1111,,20040117,,,,,,,
1112,,20040118,,,,,,,
1113,,20040119,,,,,,,
1114,,20040120,,,,,,,
1115,,20040121,,,,,,,
1116,,20040122,,,,,,,
1117,,20040123,,,,,,,
1118,,20040124,,,,,,,
1119,,20040125,,,,,,,
1120,,20040126,,,,,,,
1121,,20040127,,,,,,,
1122,,20040128,,,,,,,
1123,,20040129,,,,,,,
1124,,20040130,,,,,,,
1125,,20040131,,,,,,,
1126,,20040201,,,,,,,
1127,,20040202,,,,,,,
1128,,20040203,,,,,,,
1129,,20040204,,,,,,,
1130,,20040205,,,,,,,
1131,,20040206,,,,,,,
1132,,20040207,,,,,,,
1133,,20040208,,,,,,,
1134,,20040209,,,,,,,
1135,,20040210,,,,,,,
1136,,20040211,,,,,,,
1137,,20040212,,,,,,,
1138,,20040213,,,,,,,
1139,,20040214,,,,,,,
1140,,20040215,,,,,,,
1141,,20040216,,,,,,,
1142,,20040217,,,,,,,
1143,,20040218,,,,,,,
1144,,20040219,,,,,,,
1145,,20040220,,,,,,,
1146,,20040221,,,,,,,
1147,,20040222,,,,,,,
1148,,20040223,,,,,,,
1149,,20040224,,,,,,,
1150,,20040225,,,,,,,
1151,,20040226,,,,,,,
1152,,20040227,,,,,,,
1153,,20040228,,,,,,,
1154,,20040229,,,,,,,
1155,,20040301,,,,,,,
1156,,20040302,,,,,,,
1157,,20040303,,,,,,,
1158,,20040304,,,,,,,
1159,,20040305,,,,,,,
1160,,20040306,,,,,,,
1161,,20040307,,,,,,,
1162,,20040308,,,,,,,
1163,,20040309,,,,,,,
1164,,20040310,,,,,,,
1165,,20040311,,,,,,,
1166,,20040312,,,,,,,
1167,,20040313,,,,,,,
1168,,20040314,,,,,,,
1169,,20040315,,,,,,,
1170,,20040316,,,,,,,
1171,,20040317,,,,,,,
1172,,20040318,,,,,,,
1173,,20040319,,,,,,,
1174,,20040320,,,,,,,
1175,,20040321,,,,,,,
1176,,20040322,,,,,,,
1177,,20040323,,,,,,,
1178,,20040324,,,,,,,
1179,,20040325,,,,,,,
1180,,20040326,,,,,,,
1181,,20040327,,,,,,,
1182,,20040328,,,,,,,
1183,,20040329,,,,,,,
1184,,20040330,,,,,,,
1185,,20040331,,,,,,,
1186,,20040401,,,,,,,
1187,,20040402,,,,,,,
1188,,20040403,,,,,,,
1189,,20040404,,,,,,,
1190,,20040405,,,,,,,
1191,,20040406,,,,,,,
1192,,20040407,,,,,,,
1193,,20040408,,,,,,,
1194,,20040409,,,,,,,
1195,,20040410,,,,,,,
1196,,20040411,,,,,,,
1197,,20040412,,,,,,,
1198,,20040413,,,,,,,
1199,,20040414,,,,,,,
1200,,20040415,,,,,,,
1201,,20040416,,,,,,,
1202,,20040417,,,,,,,
1203,,20040418,,,,,,,
1204,,20040419,,,,,,,
1205,,20040420,,,,,,,
1206,,20040421,,,,,,,
1207,,20040422,,,,,,,
1208,,20040423,,,,,,,
1209,,20040424,,,,,,,
1210,,20040425,,,,,,,
1211,,20040426,,,,,,,
1212,,20040427,,,,,,,
1213,,20040428,,,,,,,
1214,,20040429,,,,,,,
1215,,20040430,,,,,,,
1216,,20040501,,,,,,,
1217,,20040502,,,,,,,
1218,,20040503,,,,,,,
1219,,20040504,,,,,,,
1220,,20040505,,,,,,,
1221,,20040506,,,,,,,
1222,,20040507,,,,,,,
1223,,20040508,,,,,,,
1224,,20040509,,,,,,,
1225,,20040510,,,,,,,
1226,,20040511,,,,,,,
1227,,20040512,,,,,,,
1228,,20040513,,,,,,,
1229,,20040514,,,,,,,
1230,,20040515,,,,,,,
1231,,20040516,,,,,,,
1232,,20040517,,,,,,,
1233,,20040518,,,,,,,
1234,,20040519,,,,,,,
1235,,20040520,,,,,,,
1236,,20040521,,,,,,,
1237,,20040522,,,,,,,
1238,,20040523,,,,,,,
1239,,20040524,,,,,,,
1240,,20040525,,,,,,,
1241,,20040526,,,,,,,
1242,,20040527,,,,,,,
1243,,20040528,,,,,,,
1244,,20040529,,,,,,,
1245,,20040530,,,,,,,
1246,,20040531,,,,,,,
1247,,20040601,,,,,,,
1248,,20040602,,,,,,,
1249,,20040603,,,,,,,
1250,,20040604,,,,,,,
1251,,20040605,,,,,,,
1252,,20040606,,,,,,,
1253,,20040607,,,,,,,
1254,,20040608,,,,,,,
1255,,20040609,,,,,,,
1256,,20040610,,,,,,,
1257,,20040611,,,,,,,
1258,,20040612,,,,,,,
1259,,20040613,,,,,,,
1260,,20040614,,,,,,,
1261,,20040615,,,,,,,
1262,,20040616,,,,,,,
1263,,20040617,,,,,,,
1264,,20040618,,,,,,,
1265,,20040619,,,,,,,
1266,,20040620,,,,,,,
1267,,20040621,,,,,,,
1268,,20040622,,,,,,,
1269,,20040623,,,,,,,
1270,,20040624,,,,,,,
1271,,20040625,,,,,,,
1272,,20040626,,,,,,,
1273,,20040627,,,,,,,
1274,,20040628,,,,,,,
1275,,20040629,,,,,,,
1276,,20040630,,,,,,,
1277,,20040701,,,,,,,
1278,,20040702,,,,,,,
1279,,20040703,,,,,,,
1280,,20040704,,,,,,,
1281,,20040705,,,,,,,
1282,,20040706,,,,,,,
1283,,20040707,,,,,,,
1284,,20040708,,,,,,,
1285,,20040709,,,,,,,
1286,,20040710,,,,,,,
1287,,20040711,,,,,,,
1288,,20040712,,,,,,,
1289,,20040713,,,,,,,
1290,,20040714,,,,,,,
1291,,20040715,,,,,,,
1292,,20040716,,,,,,,
1293,,20040717,,,,,,,
1294,,20040718,,,,,,,
1295,,20040719,,,,,,,
1296,,20040720,,,,,,,
1297,,20040721,,,,,,,
1298,,20040722,,,,,,,
1299,,20040723,,,,,,,
1300,,20040724,,,,,,,
1301,,20040725,,,,,,,
1302,,20040726,,,,,,,
1303,,20040727,,,,,,,
1304,,20040728,,,,,,,
1305,,20040729,,,,,,,
1306,,20040730,,,,,,,
1307,,20040731,,,,,,,
1308,,20040801,,,,,,,
1309,,20040802,,,,,,,
1310,,20040803,,,,,,,
1311,,20040804,,,,,,,
1312,,20040805,,,,,,,
1313,,20040806,,,,,,,
1314,,20040807,,,,,,,
1315,,20040808,,,,,,,
1316,,20040809,,,,,,,
1317,,20040810,,,,,,,
1318,,20040811,,,,,,,
1319,,20040812,,,,,,,
1320,,20040813,,,,,,,
1321,,20040814,,,,,,,
1322,,20040815,,,,,,,
1323,,20040816,,,,,,,
1324,,20040817,,,,,,,
1325,,20040818,,,,,,,
1326,,20040819,,,,,,,
1327,,20040820,,,,,,,
1328,,20040821,,,,,,,
1329,,20040822,,,,,,,
1330,,20040823,,,,,,,
1331,,20040824,,,,,,,
1332,,20040825,,,,,,,
1333,,20040826,,,,,,,
1334,,20040827,,,,,,,
1335,,20040828,,,,,,,
1336,,20040829,,,,,,,
1337,,20040830,,,,,,,
1338,,20040831,,,,,,,
1339,,20040901,,,,,,,
1340,,20040902,,,,,,,
1341,,20040903,,,,,,,
1342,,20040904,,,,,,,
1343,,20040905,,,,,,,
1344,,20040906,,,,,,,
1345,,20040907,,,,,,,
1346,,20040908,,,,,,,
1347,,20040909,,,,,,,
1348,,20040910,,,,,,,
1349,,20040911,,,,,,,
1350,,20040912,,,,,,,
1351,,20040913,,,,,,,
1352,,20040914,,,,,,,
1353,,20040915,,,,,,,
1354,,20040916,,,,,,,
1355,,20040917,,,,,,,
1356,,20040918,,,,,,,
1357,,20040919,,,,,,,
1358,,20040920,,,,,,,
1359,,20040921,,,,,,,
1360,,20040922,,,,,,,
1361,,20040923,,,,,,,
1362,,20040924,,,,,,,
1363,,20040925,,,,,,,
1364,,20040926,,,,,,,
1365,,20040927,,,,,,,
1366,,20040928,,,,,,,
1367,,20040929,,,,,,,
1368,,20040930,,,,,,,
1369,,20041001,,,,,,,
1370,,20041002,,,,,,,
1371,,20041003,,,,,,,
1372,,20041004,,,,,,,
1373,,20041005,,,,,,,
1374,,20041006,,,,,,,
1375,,20041007,,,,,,,
1376,,20041008,,,,,,,
1377,,20041009,,,,,,,
1378,,20041010,,,,,,,
1379,,20041011,,,,,,,
1380,,20041012,,,,,,,
1381,,20041013,,,,,,,
1382,,20041014,,,,,,,
1383,,20041015,,,,,,,
1384,,20041016,,,,,,,
1385,,20041017,,,,,,,
1386,,20041018,,,,,,,
1387,,20041019,,,,,,,
1388,,20041020,,,,,,,
1389,,20041021,,,,,,,
1390,,20041022,,,,,,,
1391,,20041023,,,,,,,
1392,,20041024,,,,,,,
1393,,20041025,,,,,,,
1394,,20041026,,,,,,,
1395,,20041027,,,,,,,
1396,,20041028,,,,,,,
1397,,20041029,,,,,,,
1398,,20041030,,,,,,,
1399,,20041031,,,,,,,
1400,,20041101,,,,,,,
1401,,20041102,,,,,,,
1402,,20041103,,,,,,,
1403,,20041104,,,,,,,
1404,,20041105,,,,,,,
1405,,20041106,,,,,,,
1406,,20041107,,,,,,,
1407,,20041108,,,,,,,
1408,,20041109,,,,,,,
1409,,20041110,,,,,,,
1410,,20041111,,,,,,,
1411,,20041112,,,,,,,
1412,,20041113,,,,,,,
1413,,20041114,,,,,,,
1414,,20041115,,,,,,,
1415,,20041116,,,,,,,
1416,,20041117,,,,,,,
1417,,20041118,,,,,,,
1418,,20041119,,,,,,,
1419,,20041120,,,,,,,
1420,,20041121,,,,,,,
1421,,20041122,,,,,,,
1422,,20041123,,,,,,,
1423,,20041124,,,,,,,
1424,,20041125,,,,,,,
1425,,20041126,,,,,,,
1426,,20041127,,,,,,,
1427,,20041128,,,,,,,
1428,,20041129,,,,,,,
1429,,20041130,,,,,,,
1430,,20041201,,,,,,,
1431,,20041202,,,,,,,
1432,,20041203,,,,,,,
1433,,20041204,,,,,,,
1434,,20041205,,,,,,,
1435,,20041206,,,,,,,
1436,,20041207,,,,,,,
1437,,20041208,,,,,,,
1438,,20041209,,,,,,,
1439,,20041210,,,,,,,
1440,,20041211,,,,,,,
1441,,20041212,,,,,,,
1442,,20041213,,,,,,,
1443,,20041214,,,,,,,
1444,,20041215,,,,,,,
1445,,20041216,,,,,,,
1446,,20041217,,,,,,,
1447,,20041218,,,,,,,
1448,,20041219,,,,,,,
1449,,20041220,,,,,,,
1450,,20041221,,,,,,,
1451,,20041222,,,,,,,
1452,,20041223,,,,,,,
1453,,20041224,,,,,,,
1454,,20041225,,,,,,,
1455,,20041226,,,,,,,
1456,,20041227,,,,,,,
1457,,20041228,,,,,,,
1458,,20041229,,,,,,,
1459,,20041230,,,,,,,
1460,,20041231,,,,,,,
1461,,20050101,,,,,,,
1462,,20050102,,,,,,,
1463,,20050103,,,,,,,
1464,,20050104,,,,,,,
1465,,20050105,,,,,,,
1466,,20050106,,,,,,,
1467,,20050107,,,,,,,
1468,,20050108,,,,,,,
1469,,20050109,,,,,,,
1470,,20050110,,,,,,,
1471,,20050111,,,,,,,
1472,,20050112,,,,,,,
1473,,20050113,,,,,,,
1474,,20050114,,,,,,,
1475,,20050115,,,,,,,
1476,,20050116,,,,,,,
1477,,20050117,,,,,,,
1478,,20050118,,,,,,,
1479,,20050119,,,,,,,
1480,,20050120,,,,,,,
1481,,20050121,,,,,,,
1482,,20050122,,,,,,,
1483,,20050123,,,,,,,
1484,,20050124,,,,,,,
1485,,20050125,,,,,,,
1486,,20050126,,,,,,,
1487,,20050127,,,,,,,
1488,,20050128,,,,,,,
1489,,20050129,,,,,,,
1490,,20050130,,,,,,,
1491,,20050131,,,,,,,
1492,,20050201,,,,,,,
1493,,20050202,,,,,,,
1494,,20050203,,,,,,,
1495,,20050204,,,,,,,
1496,,20050205,,,,,,,
1497,,20050206,,,,,,,
1498,,20050207,,,,,,,
1499,,20050208,,,,,,,
1500,,20050209,,,,,,,
1501,,20050210,,,,,,,
1502,,20050211,,,,,,,
1503,,20050212,,,,,,,
1504,,20050213,,,,,,,
1505,,20050214,,,,,,,
1506,,20050215,,,,,,,
1507,,20050216,,,,,,,
1508,,20050217,,,,,,,
1509,,20050218,,,,,,,
1510,,20050219,,,,,,,
1511,,20050220,,,,,,,
1512,,20050221,,,,,,,
1513,,20050222,,,,,,,
1514,,20050223,,,,,,,
1515,,20050224,,,,,,,
1516,,20050225,,,,,,,
1517,,20050226,,,,,,,
1518,,20050227,,,,,,,
1519,,20050228,,,,,,,
1520,,20050301,,,,,,,
1521,,20050302,,,,,,,
1522,,20050303,,,,,,,
1523,,20050304,,,,,,,
1524,,20050305,,,,,,,
1525,,20050306,,,,,,,
1526,,20050307,,,,,,,
1527,,20050308,,,,,,,
1528,,20050309,,,,,,,
1529,,20050310,,,,,,,
1530,,20050311,,,,,,,
1531,,20050312,,,,,,,
1532,,20050313,,,,,,,
1533,,20050314,,,,,,,
1534,,20050315,,,,,,,
1535,,20050316,,,,,,,
1536,,20050317,,,,,,,
1537,,20050318,,,,,,,
1538,,20050319,,,,,,,
1539,,20050320,,,,,,,
1540,,20050321,,,,,,,
1541,,20050322,,,,,,,
1542,,20050323,,,,,,,
1543,,20050324,,,,,,,
1544,,20050325,,,,,,,
1545,,20050326,,,,,,,
1546,,20050327,,,,,,,
1547,,20050328,,,,,,,
1548,,20050329,,,,,,,
1549,,20050330,,,,,,,
1550,,20050331,,,,,,,
1551,,20050401,,,,,,,
1552,,20050402,,,,,,,
1553,,20050403,,,,,,,
1554,,20050404,,,,,,,
1555,,20050405,,,,,,,
1556,,20050406,,,,,,,
1557,,20050407,,,,,,,
1558,,20050408,,,,,,,
1559,,20050409,,,,,,,
1560,,20050410,,,,,,,
1561,,20050411,,,,,,,
1562,,20050412,,,,,,,
1563,,20050413,,,,,,,
1564,,20050414,,,,,,,
1565,,20050415,,,,,,,
1566,,20050416,,,,,,,
1567,,20050417,,,,,,,
1568,,20050418,,,,,,,
1569,,20050419,,,,,,,
1570,,20050420,,,,,,,
1571,,20050421,,,,,,,
1572,,20050422,,,,,,,
1573,,20050423,,,,,,,
1574,,20050424,,,,,,,
1575,,20050425,,,,,,,
1576,,20050426,,,,,,,
1577,,20050427,,,,,,,
1578,,20050428,,,,,,,
1579,,20050429,,,,,,,
1580,,20050430,,,,,,,
1581,,20050501,,,,,,,
1582,,20050502,,,,,,,
1583,,20050503,,,,,,,
1584,,20050504,,,,,,,
1585,,20050505,,,,,,,
1586,,20050506,,,,,,,
1587,,20050507,,,,,,,
1588,,20050508,,,,,,,
1589,,20050509,,,,,,,
1590,,20050510,,,,,,,
1591,,20050511,,,,,,,
1592,,20050512,,,,,,,
1593,,20050513,,,,,,,
1594,,20050514,,,,,,,
1595,,20050515,,,,,,,
1596,,20050516,,,,,,,
1597,,20050517,,,,,,,
1598,,20050518,,,,,,,
1599,,20050519,,,,,,,
1600,,20050520,,,,,,,
1601,,20050521,,,,,,,
1602,,20050522,,,,,,,
1603,,20050523,,,,,,,
1604,,20050524,,,,,,,
1605,,20050525,,,,,,,
1606,,20050526,,,,,,,
1607,,20050527,,,,,,,
1608,,20050528,,,,,,,
1609,,20050529,,,,,,,
1610,,20050530,,,,,,,
1611,,20050531,,,,,,,
1612,,20050601,,,,,,,
1613,,20050602,,,,,,,
1614,,20050603,,,,,,,
1615,,20050604,,,,,,,
1616,,20050605,,,,,,,
1617,,20050606,,,,,,,
1618,,20050607,,,,,,,
1619,,20050608,,,,,,,
1620,,20050609,,,,,,,
1621,,20050610,,,,,,,
1622,,20050611,,,,,,,
1623,,20050612,,,,,,,
1624,,20050613,,,,,,,
1625,,20050614,,,,,,,
1626,,20050615,,,,,,,
1627,,20050616,,,,,,,
1628,,20050617,,,,,,,
1629,,20050618,,,,,,,
1630,,20050619,,,,,,,
1631,,20050620,,,,,,,
1632,,20050621,,,,,,,
1633,,20050622,,,,,,,
1634,,20050623,,,,,,,
1635,,20050624,,,,,,,
1636,,20050625,,,,,,,
1637,,20050626,,,,,,,
1638,,20050627,,,,,,,
1639,,20050628,,,,,,,
1640,,20050629,,,,,,,
1641,,20050630,,,,,,,
1642,,20050701,,,,,,,
1643,,20050702,,,,,,,
1644,,20050703,,,,,,,
1645,,20050704,,,,,,,
1646,,20050705,,,,,,,
1647,,20050706,,,,,,,
1648,,20050707,,,,,,,
1649,,20050708,,,,,,,
1650,,20050709,,,,,,,
1651,,20050710,,,,,,,
1652,,20050711,,,,,,,
1653,,20050712,,,,,,,
1654,,20050713,,,,,,,
1655,,20050714,,,,,,,
1656,,20050715,,,,,,,
1657,,20050716,,,,,,,
1658,,20050717,,,,,,,
1659,,20050718,,,,,,,
1660,,20050719,,,,,,,
1661,,20050720,,,,,,,
1662,,20050721,,,,,,,
1663,,20050722,,,,,,,
1664,,20050723,,,,,,,
1665,,20050724,,,,,,,
1666,,20050725,,,,,,,
1667,,20050726,,,,,,,
1668,,20050727,,,,,,,
1669,,20050728,,,,,,,
1670,,20050729,,,,,,,
1671,,20050730,,,,,,,
1672,,20050731,,,,,,,
1673,,20050801,,,,,,,
1674,,20050802,,,,,,,
1675,,20050803,,,,,,,
1676,,20050804,,,,,,,
1677,,20050805,,,,,,,
1678,,20050806,,,,,,,
1679,,20050807,,,,,,,
1680,,20050808,,,,,,,
1681,,20050809,,,,,,,
1682,,20050810,,,,,,,
1683,,20050811,,,,,,,
1684,,20050812,,,,,,,
1685,,20050813,,,,,,,
1686,,20050814,,,,,,,
1687,,20050815,,,,,,,
1688,,20050816,,,,,,,
1689,,20050817,,,,,,,
1690,,20050818,,,,,,,
1691,,20050819,,,,,,,
1692,,20050820,,,,,,,
1693,,20050821,,,,,,,
1694,,20050822,,,,,,,
1695,,20050823,,,,,,,
1696,,20050824,,,,,,,
1697,,20050825,,,,,,,
1698,,20050826,,,,,,,
1699,,20050827,,,,,,,
1700,,20050828,,,,,,,
1701,,20050829,,,,,,,
1702,,20050830,,,,,,,
1703,,20050831,,,,,,,
1704,,20050901,,,,,,,
1705,,20050902,,,,,,,
1706,,20050903,,,,,,,
1707,,20050904,,,,,,,
1708,,20050905,,,,,,,
1709,,20050906,,,,,,,
1710,,20050907,,,,,,,
1711,,20050908,,,,,,,
1712,,20050909,,,,,,,
1713,,20050910,,,,,,,
1714,,20050911,,,,,,,
1715,,20050912,,,,,,,
1716,,20050913,,,,,,,
1717,,20050914,,,,,,,
1718,,20050915,,,,,,,
1719,,20050916,,,,,,,
1720,,20050917,,,,,,,
1721,,20050918,,,,,,,
1722,,20050919,,,,,,,
1723,,20050920,,,,,,,
1724,,20050921,,,,,,,
1725,,20050922,,,,,,,
1726,,20050923,,,,,,,
1727,,20050924,,,,,,,
1728,,20050925,,,,,,,
1729,,20050926,,,,,,,
1730,,20050927,,,,,,,
1731,,20050928,,,,,,,
1732,,20050929,,,,,,,
1733,,20050930,,,,,,,
1734,,20051001,,,,,,,
1735,,20051002,,,,,,,
1736,,20051003,,,,,,,
1737,,20051004,,,,,,,
1738,,20051005,,,,,,,
1739,,20051006,,,,,,,
1740,,20051007,,,,,,,
1741,,20051008,,,,,,,
1742,,20051009,,,,,,,
1743,,20051010,,,,,,,
1744,,20051011,,,,,,,
1745,,20051012,,,,,,,
1746,,20051013,,,,,,,
1747,,20051014,,,,,,,
1748,,20051015,,,,,,,
1749,,20051016,,,,,,,
1750,,20051017,,,,,,,
1751,,20051018,,,,,,,
1752,,20051019,,,,,,,
1753,,20051020,,,,,,,
1754,,20051021,,,,,,,
1755,,20051022,,,,,,,
1756,,20051023,,,,,,,
1757,,20051024,,,,,,,
1758,,20051025,,,,,,,
1759,,20051026,,,,,,,
1760,,20051027,,,,,,,
1761,,20051028,,,,,,,
1762,,20051029,,,,,,,
1763,,20051030,,,,,,,
1764,,20051031,,,,,,,
1765,,20051101,,,,,,,
1766,,20051102,,,,,,,
1767,,20051103,,,,,,,
1768,,20051104,,,,,,,
1769,,20051105,,,,,,,
1770,,20051106,,,,,,,
1771,,20051107,,,,,,,
1772,,20051108,,,,,,,
1773,,20051109,,,,,,,
1774,,20051110,,,,,,,
1775,,20051111,,,,,,,
1776,,20051112,,,,,,,
1777,,20051113,,,,,,,
1778,,20051114,,,,,,,
1779,,20051115,,,,,,,
1780,,20051116,,,,,,,
1781,,20051117,,,,,,,
1782,,20051118,,,,,,,
1783,,20051119,,,,,,,
1784,,20051120,,,,,,,
1785,,20051121,,,,,,,
1786,,20051122,,,,,,,
1787,,20051123,,,,,,,
1788,,20051124,,,,,,,
1789,,20051125,,,,,,,
1790,,20051126,,,,,,,
1791,,20051127,,,,,,,
1792,,20051128,,,,,,,
1793,,20051129,,,,,,,
1794,,20051130,,,,,,,
1795,,20051201,,,,,,,
1796,,20051202,,,,,,,
1797,,20051203,,,,,,,
1798,,20051204,,,,,,,
1799,,20051205,,,,,,,
1800,,20051206,,,,,,,
1801,,20051207,,,,,,,
1802,,20051208,,,,,,,
1803,,20051209,,,,,,,
1804,,20051210,,,,,,,
1805,,20051211,,,,,,,
1806,,20051212,,,,,,,
1807,,20051213,,,,,,,
1808,,20051214,,,,,,,
1809,,20051215,,,,,,,
1810,,20051216,,,,,,,
1811,,20051217,,,,,,,
1812,,20051218,,,,,,,
1813,,20051219,,,,,,,
1814,,20051220,,,,,,,
1815,,20051221,,,,,,,
1816,,20051222,,,,,,,
1817,,20051223,,,,,,,
1818,,20051224,,,,,,,
1819,,20051225,,,,,,,
1820,,20051226,,,,,,,
1821,,20051227,,,,,,,
1822,,20051228,,,,,,,
1823,,20051229,,,,,,,
1824,,20051230,,,,,,,
1825,,20051231,,,,,,,
1826,,20060101,,,,,,,
1827,,20060102,,,,,,,
1828,,20060103,,,,,,,
1829,,20060104,,,,,,,
1830,,20060105,,,,,,,
1831,,20060106,,,,,,,
1832,,20060107,,,,,,,
1833,,20060108,,,,,,,
1834,,20060109,,,,,,,
1835,,20060110,,,,,,,
1836,,20060111,,,,,,,
1837,,20060112,,,,,,,
1838,,20060113,,,,,,,
1839,,20060114,,,,,,,
1840,,20060115,,,,,,,
1841,,20060116,,,,,,,
1842,,20060117,,,,,,,
1843,,20060118,,,,,,,
1844,,20060119,,,,,,,
1845,,20060120,,,,,,,
1846,,20060121,,,,,,,
1847,,20060122,,,,,,,
1848,,20060123,,,,,,,
1849,,20060124,,,,,,,
1850,,20060125,,,,,,,
1851,,20060126,,,,,,,
1852,,20060127,,,,,,,
1853,,20060128,,,,,,,
1854,,20060129,,,,,,,
1855,,20060130,,,,,,,
1856,,20060131,,,,,,,
1857,,20060201,,,,,,,
1858,,20060202,,,,,,,
1859,,20060203,,,,,,,
1860,,20060204,,,,,,,
1861,,20060205,,,,,,,
1862,,20060206,,,,,,,
1863,,20060207,,,,,,,
1864,,20060208,,,,,,,
1865,,20060209,,,,,,,
1866,,20060210,,,,,,,
1867,,20060211,,,,,,,
1868,,20060212,,,,,,,
1869,,20060213,,,,,,,
1870,,20060214,,,,,,,
1871,,20060215,,,,,,,
1872,,20060216,,,,,,,
1873,,20060217,,,,,,,
1874,,20060218,,,,,,,
1875,,20060219,,,,,,,
1876,,20060220,,,,,,,
1877,,20060221,,,,,,,
1878,,20060222,,,,,,,
1879,,20060223,,,,,,,
1880,,20060224,,,,,,,
1881,,20060225,,,,,,,
1882,,20060226,,,,,,,
1883,,20060227,,,,,,,
1884,,20060228,,,,,,,
1885,,20060301,,,,,,,
1886,,20060302,,,,,,,
1887,,20060303,,,,,,,
1888,,20060304,,,,,,,
1889,,20060305,,,,,,,
1890,,20060306,,,,,,,
1891,,20060307,,,,,,,
1892,,20060308,,,,,,,
1893,,20060309,,,,,,,
1894,,20060310,,,,,,,
1895,,20060311,,,,,,,
1896,,20060312,,,,,,,
1897,,20060313,,,,,,,
1898,,20060314,,,,,,,
1899,,20060315,,,,,,,
1900,,20060316,,,,,,,
1901,,20060317,,,,,,,
1902,,20060318,,,,,,,
1903,,20060319,,,,,,,
1904,,20060320,,,,,,,
1905,,20060321,,,,,,,
1906,,20060322,,,,,,,
1907,,20060323,,,,,,,
1908,,20060324,,,,,,,
1909,,20060325,,,,,,,
1910,,20060326,,,,,,,
1911,,20060327,,,,,,,
1912,,20060328,,,,,,,
1913,,20060329,,,,,,,
1914,,20060330,,,,,,,
1915,,20060331,,,,,,,
1916,,20060401,,,,,,,
1917,,20060402,,,,,,,
1918,,20060403,,,,,,,
1919,,20060404,,,,,,,
1920,,20060405,,,,,,,
1921,,20060406,,,,,,,
1922,,20060407,,,,,,,
